DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum,Quality Review - How effective is the teaching and learning,Quality Review - How well does the school assess what students are learning,Quality Review - How clearly are high expectations communicated to students and staff,Quality Review - How well do teachers work with each other,Quality Review - How safe and inclusive is the school while supporting social-emotional growth,Quality Review - How well does the school allocate and manage resources,"Quality Review - How well does the school identify, track, and meet its goals",Quality Review - How thoughtful is the school s approach to teacher development and evaluation,Quality Review - How well are school decisions evaluated and adjusted,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
30Q580,Baccalaureate School for Global Education,High School,412,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,84.0%,78.0%,82.0%,73.0%,88.0%,83.0%,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Developing,Developing,March 2018,3.87,4.02,2.4%,10.2%,2.7%,0.44,0.7%,1.2%,35.0%,44.4%,5.1%,21.8%,25.5%,12.40,90.6%,96.2%,6.8%,96.9%
31R028,The Eagle Academy for Young Men of Staten Island,High School,54,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,79.0%,86.0%,72.0%,91.0%,91.0%,90.0%,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,February 2017,2.35,2.08,5.6%,42.6%,0.0%,0.70,1.9%,3.7%,55.6%,9.3%,55.6%,27.8%,7.4%,5.10,75.9%,89.0%,43.1%,97.3%
31R047,CSI High School for International Studies,High School,496,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,88.0%,91.0%,80.0%,94.0%,88.0%,91.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"April 21, 2015",3.48,3.42,0.0%,14.9%,0.2%,0.37,0.6%,1.4%,28.4%,16.7%,7.3%,19.8%,54.0%,8.90,89.3%,94.9%,14.3%,97.6%
31R064,Gaynor McCown Expeditionary Learning School,High School,434,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,81.0%,84.0%,70.0%,88.0%,89.0%,89.0%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,May 2018,3.05,2.84,0.7%,27.0%,6.9%,0.38,1.8%,1.8%,28.1%,2.1%,9.0%,22.1%,59.7%,10.10,79.4%,91.8%,24.7%,97.1%
31R080,The Michael J. Petrides School,High School,457,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,84.0%,89.0%,69.0%,91.0%,93.0%,91.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,24-May-16,3.12,3.00,0.4%,27.4%,3.3%,0.45,0.2%,1.8%,32.2%,9.4%,24.5%,21.7%,43.8%,15.30,88.4%,91.5%,26.5%,96.4%
31R440,New Dorp High School,High School,3051,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,80.0%,85.0%,66.0%,92.0%,88.0%,89.0%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,May 2018,2.99,2.82,4.5%,23.2%,6.5%,0.55,4.1%,5.1%,44.9%,9.5%,10.2%,27.1%,51.9%,20.10,83.2%,91.2%,17.5%,96.2%
31R445,Port Richmond High School,High School,1564,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,83.0%,87.0%,69.0%,90.0%,89.0%,91.0%,Proficient,Developing,Developing,Proficient,Developing,Proficient,Developing,Proficient,Proficient,Developing,April 2018,2.78,2.52,9.2%,27.6%,8.7%,0.72,9.1%,10.4%,62.1%,7.7%,23.3%,45.5%,21.4%,1.10,83.7%,84.0%,40.2%,96.7%
31R450,Curtis High School,High School,2586,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,77.0%,77.0%,66.0%,81.0%,83.0%,87.0%,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,March 2018,2.89,2.66,8.2%,19.1%,1.7%,0.74,7.1%,10.0%,61.7%,7.0%,35.9%,40.6%,13.4%,4.00,87.9%,86.1%,36.0%,96.6%
31R455,Tottenville High School,High School,3654,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,75.0%,72.0%,68.0%,75.0%,85.0%,80.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,March 2018,3.26,3.26,1.6%,20.7%,4.3%,0.31,1.6%,2.6%,24.0%,5.4%,1.6%,11.6%,80.4%,5.10,88.9%,91.5%,24.4%,96.2%
31R460,Susan E. Wagner High School,High School,3383,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,77.0%,76.0%,69.0%,73.0%,83.0%,81.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,April 2018,3.20,3.04,3.9%,21.3%,7.2%,0.52,3.3%,4.0%,42.4%,15.1%,10.3%,27.2%,46.1%,1.90,86.5%,91.0%,23.5%,95.8%
31R600,Ralph R. McKee Career and Technical Education High,High School,795,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,83.0%,86.0%,68.0%,89.0%,85.0%,88.0%,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,February 2017,2.67,2.47,6.5%,32.6%,9.2%,0.71,4.2%,5.9%,61.5%,4.7%,27.2%,48.2%,18.9%,12.10,73.3%,84.0%,44.5%,96.0%
31R605,Staten Island Technical High School,High School,1331,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,90.0%,87.0%,86.0%,88.0%,84.0%,92.0%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"January 22, 2015",4.12,4.32,0.0%,1.3%,0.0%,0.35,0.2%,1.1%,24.3%,50.9%,0.7%,2.6%,45.2%,5.90,90.2%,96.2%,7.8%,96.7%
32K168,The Brooklyn School for Math and Research,High School,277,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,77.0%,81.0%,68.0%,88.0%,88.0%,92.0%,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,April-19,2.79,2.85,9.7%,17.7%,0.0%,0.81,6.5%,11.9%,70.0%,5.1%,47.7%,42.2%,2.5%,8.10,65.0%,90.1%,36.0%,98.2%
32K403,Academy for Environmental Leadership,High School,238,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,69.0%,68.0%,65.0%,74.0%,90.0%,84.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.41,2.20,43.7%,19.3%,0.4%,0.89,16.8%,21.4%,73.9%,4.2%,15.5%,75.6%,4.2%,4.40,85.7%,83.7%,45.7%,97.6%
32K545,EBC High School for Public Service - Bushwick,High School,479,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,,Meeting Target,81.0%,78.0%,70.0%,83.0%,89.0%,87.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.54,2.25,19.6%,23.0%,1.0%,0.90,9.4%,14.8%,83.9%,0.2%,9.4%,88.1%,2.1%,7.90,78.4%,82.8%,51.3%,94.8%
32K549,The Brooklyn School for Social Justice,High School,335,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,74.0%,71.0%,73.0%,75.0%,90.0%,85.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Developing,Developing,March 2018,2.44,2.18,35.8%,22.4%,0.0%,0.92,16.4%,18.5%,80.0%,1.2%,19.4%,74.6%,3.3%,5.00,61.3%,79.0%,53.4%,96.4%
32K552,The Academy of Urban Planning and Engineering,High School,231,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,84.0%,95.0%,73.0%,98.0%,92.0%,96.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2018,2.47,2.27,23.8%,27.3%,1.7%,0.89,10.0%,15.6%,77.1%,0.4%,22.5%,74.9%,1.3%,2.70,70.0%,90.3%,30.0%,97.7%
32K554,All City Leadership Secondary School,High School,250,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,94.0%,94.0%,89.0%,98.0%,96.0%,95.0%,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,21-Apr-15,3.49,3.68,2.8%,14.8%,0.4%,0.71,1.2%,4.4%,60.0%,4.8%,10.0%,79.6%,5.2%,16.10,88.9%,93.4%,19.6%,97.1%
32K556,Bushwick Leaders High School for Academic Excellen,High School,302,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,68.0%,62.0%,71.0%,64.0%,91.0%,82.0%,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,February 2018,2.44,2.22,25.8%,27.8%,1.0%,0.92,10.9%,21.2%,84.1%,1.7%,19.9%,75.5%,1.3%,15.50,57.1%,83.1%,52.6%,97.9%
84K356,Achievement First Crown Heights Charter School,High School,432,,,Exceeding Target,,,,,74.0%,88.0%,68.0%,83.0%,94.0%,88.0%,,,,,,,,,,,,3.26,3.60,0.2%,15.0%,0.5%,0.63,14.6%,3.7%,50.7%,0.0%,88.7%,10.2%,0.0%,.,.,95.7%,9.2%,.
84K357,KIPP AMP Charter School,High School,163,,,,,,,Exceeding Target,87.0%,88.0%,79.0%,94.0%,93.0%,95.0%,,,,,,,,,,,,3.05,3.34,1.2%,14.1%,0.0%,0.69,0.0%,13.5%,53.4%,0.6%,87.7%,7.4%,0.0%,.,.,93.4%,15.3%,.
84K358,Achievement First East New York Charter School,High School,389,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,,87.0%,91.0%,73.0%,93.0%,96.0%,92.0%,,,,,,,,,,,,3.52,3.89,2.3%,8.0%,0.3%,0.68,19.3%,2.8%,55.8%,0.8%,45.8%,52.7%,0.3%,.,.,97.0%,5.8%,.
84K359,The Uft Charter School,High School,221,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,,79.0%,69.0%,72.0%,77.0%,86.0%,86.0%,,,,,,,,,,,,2.52,2.30,8.6%,11.3%,0.0%,0.83,12.2%,15.4%,69.2%,2.3%,71.9%,23.5%,0.9%,.,.,82.9%,51.3%,.
84K473,Williamsburg Charter High School,High School,934,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,78.0%,78.0%,65.0%,81.0%,88.0%,86.0%,,,,,,,,,,,,2.77,2.55,6.7%,18.3%,3.2%,0.80,5.4%,6.9%,70.7%,0.7%,27.7%,69.8%,1.3%,.,.,85.3%,43.6%,.
84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,High School,373,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,81.0%,79.0%,68.0%,81.0%,93.0%,86.0%,,,,,,,,,,,,3.10,3.46,1.3%,12.9%,0.8%,0.69,9.1%,6.4%,55.0%,0.5%,70.2%,17.2%,0.8%,.,.,90.3%,33.1%,.
84K608,Kings Collegiate Charter School,High School,219,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,82.0%,78.0%,64.0%,83.0%,93.0%,88.0%,,,,,,,,,,,,3.15,3.60,0.9%,12.8%,0.5%,0.77,4.6%,7.3%,66.2%,1.4%,81.3%,15.5%,0.0%,.,.,91.8%,24.4%,.
84K626,Achievement First Brownsville Charter School,High School,288,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,,,,81.0%,72.0%,70.0%,81.0%,91.0%,85.0%,,,,,,,,,,,,3.31,3.56,1.0%,9.4%,0.7%,0.73,4.2%,6.3%,59.4%,2.1%,84.0%,12.8%,0.0%,.,.,95.4%,11.7%,.
84K652,Brooklyn Ascend Charter School,High School,354,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,72.0%,67.0%,63.0%,71.0%,92.0%,83.0%,,,,,,,,,,,,2.81,2.81,2.0%,17.8%,0.0%,0.69,3.1%,5.4%,56.2%,0.3%,87.3%,11.6%,0.0%,.,.,94.5%,16.0%,.
84K693,Northside Charter High School,High School,389,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,83.0%,90.0%,74.0%,95.0%,81.0%,92.0%,,,,,,,,,,,,2.80,2.57,5.7%,18.8%,1.8%,0.76,3.1%,5.9%,65.0%,1.5%,15.4%,76.1%,5.4%,.,.,93.7%,15.3%,.
84K707,Brooklyn Prospect Charter School,High School,446,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,81.0%,82.0%,71.0%,85.0%,91.0%,89.0%,,,,,,,,,,,,3.18,3.27,1.6%,18.8%,0.2%,0.44,1.3%,3.4%,33.9%,8.3%,9.9%,38.8%,38.1%,.,.,.,.,.
84K712,Excellence Girls Charter School,High School,684,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,77.0%,81.0%,61.0%,83.0%,92.0%,84.0%,,,,,,,,,,,,3.06,3.41,1.5%,15.2%,1.2%,0.63,6.4%,5.3%,50.9%,0.7%,72.2%,21.8%,1.2%,.,.,94.2%,14.7%,.
84K730,Summit Academy Charter School,High School,194,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Approaching Target,69.0%,68.0%,71.0%,73.0%,96.0%,86.0%,,,,,,,,,,,,2.81,2.73,3.1%,20.6%,1.5%,0.79,9.8%,10.3%,63.9%,0.5%,54.6%,40.2%,1.0%,.,.,80.8%,45.8%,.
84K733,"Math, Engineering, and Science Academy Charter Hig",High School,472,Approaching Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,67.0%,74.0%,71.0%,75.0%,86.0%,86.0%,,,,,,,,,,,,2.76,2.63,11.9%,13.1%,1.9%,0.81,4.2%,6.1%,71.4%,1.9%,9.7%,80.9%,1.5%,.,.,94.5%,16.2%,.
84K738,New Visions Charter High School for Advanced Math,High School,391,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,77.0%,76.0%,59.0%,81.0%,85.0%,84.0%,,,,,,,,,,,,2.83,2.73,4.3%,12.3%,0.3%,0.65,5.1%,7.4%,54.0%,6.4%,77.2%,9.7%,3.1%,.,.,92.7%,24.5%,.
84K739,New Visions Charter High School for the Humanities,High School,233,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,66.0%,58.0%,62.0%,70.0%,87.0%,81.0%,,,,,,,,,,,,2.77,2.50,3.0%,17.6%,1.7%,0.70,6.9%,11.2%,59.7%,0.0%,87.6%,10.3%,1.3%,.,.,90.6%,30.9%,.
84K744,Coney Island Preparatory Public Charter School,High School,338,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,81.0%,82.0%,71.0%,85.0%,95.0%,89.0%,,,,,,,,,,,,3.03,3.14,2.1%,21.9%,0.3%,0.73,2.1%,6.5%,63.3%,9.2%,40.8%,37.0%,11.2%,.,.,93.1%,20.4%,.
84K757,Unity Prep Charter School,High School,244,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,74.0%,71.0%,62.0%,81.0%,91.0%,83.0%,,,,,,,,,,,,2.78,2.49,2.5%,23.4%,2.9%,0.75,1.2%,8.2%,63.9%,0.0%,79.5%,17.6%,1.2%,.,.,92.3%,20.7%,.
84K775,Leadership Preparatory Ocean Hill Charter School,High School,416,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,80.0%,76.0%,64.0%,80.0%,94.0%,84.0%,,,,,,,,,,,,3.18,3.59,0.7%,10.1%,0.0%,0.64,5.3%,3.6%,52.2%,1.0%,86.1%,5.8%,0.7%,.,.,93.7%,20.1%,.
84K803,Brooklyn LAB Charter School,High School,229,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,,72.0%,68.0%,57.0%,75.0%,89.0%,83.0%,,,,,,,,,,,,2.73,2.51,3.5%,27.9%,6.1%,0.72,4.8%,14.4%,58.5%,1.3%,76.0%,19.7%,1.7%,.,.,100.0%,.,.
84K892,Brooklyn Emerging Leaders Academy,High School,115,Exceeding Target,Exceeding Target,,Exceeding Target,Exceeding Target,Exceeding Target,,85.0%,88.0%,80.0%,92.0%,95.0%,94.0%,,,,,,,,,,,,2.93,2.60,2.6%,19.1%,0.9%,0.74,9.6%,12.2%,61.7%,0.0%,73.0%,22.6%,1.7%,.,.,.,.,.
84M065,Democracy Prep Endurance Charter School,High School,302,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,74.0%,72.0%,60.0%,72.0%,89.0%,79.0%,,,,,,,,,,,,3.16,3.31,4.6%,13.6%,1.3%,0.75,6.3%,10.9%,57.3%,0.0%,65.9%,32.5%,1.0%,.,.,92.0%,19.0%,.
84M068,KIPP Washington Heights Middle School,High School,235,,,,,,,Meeting Target,87.0%,88.0%,79.0%,94.0%,93.0%,95.0%,,,,,,,,,,,,3.33,3.46,3.8%,13.2%,0.9%,0.80,0.0%,8.5%,67.7%,0.4%,12.8%,86.8%,0.0%,.,.,94.2%,11.9%,.
84M204,Capital Preparatory (CP) Harlem Charter School,High School,88,,,Not Meeting Target,,,,,72.0%,59.0%,50.0%,67.0%,87.0%,69.0%,,,,,,,,,,,,3.01,2.54,2.3%,19.3%,0.0%,0.76,0.0%,20.5%,60.2%,0.0%,76.1%,22.7%,0.0%,.,.,74.0%,55.8%,.
84M279,The Opportunity Charter School,High School,261,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,65.0%,64.0%,62.0%,77.0%,87.0%,82.0%,,,,,,,,,,,,2.35,2.00,13.0%,64.0%,17.6%,0.89,9.2%,14.2%,81.6%,1.5%,49.4%,47.1%,0.4%,.,.,85.1%,53.3%,.
84M284,Harlem Children's Zone Promise Academy 1 Charter S,High School,250,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,75.0%,68.0%,64.0%,79.0%,90.0%,85.0%,,,,,,,,,,,,2.99,3.13,0.8%,11.6%,0.4%,0.79,0.4%,6.4%,66.8%,0.4%,86.0%,10.8%,0.4%,.,.,94.9%,11.6%,.
84M335,Harlem Village Academy East Charter School,High School,163,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,68.0%,67.0%,59.0%,79.0%,79.0%,84.0%,,,,,,,,,,,,2.97,3.04,0.0%,23.3%,0.6%,0.77,1.2%,10.4%,60.7%,0.0%,66.9%,31.9%,0.0%,.,.,93.8%,18.1%,.
84M336,KIPP Infinity Charter School,High School,295,,,,,,,Meeting Target,87.0%,88.0%,79.0%,94.0%,93.0%,95.0%,,,,,,,,,,,,3.41,3.88,1.7%,19.7%,0.3%,0.79,0.0%,6.8%,68.1%,0.0%,22.0%,77.3%,0.7%,.,.,93.3%,17.9%,.
84M341,Harlem Children's Zone Promise Academy II Charter,High School,238,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,73.0%,71.0%,62.0%,81.0%,90.0%,86.0%,,,,,,,,,,,,3.16,3.43,0.4%,11.8%,0.0%,0.77,0.0%,6.7%,64.3%,1.3%,83.6%,13.4%,1.3%,.,.,94.2%,15.6%,.
84M350,Democracy Prep Charter School,High School,359,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,75.0%,72.0%,64.0%,80.0%,89.0%,81.0%,,,,,,,,,,,,3.20,3.57,3.9%,13.9%,0.8%,0.74,3.9%,8.9%,59.6%,1.7%,62.4%,34.0%,0.8%,.,.,94.7%,11.5%,.
84M351,Success Academy Charter School - Harlem 1,High School,391,,,,,,,,.,.,.,80.0%,89.0%,76.0%,,,,,,,,,,,,3.85,4.13,0.0%,11.3%,0.0%,0.69,1.0%,2.6%,54.2%,0.8%,62.7%,17.9%,1.3%,.,.,.,.,.
84M353,New Heights Academy Charter School,High School,386,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,80.0%,82.0%,71.0%,87.0%,95.0%,89.0%,,,,,,,,,,,,2.93,2.67,8.3%,13.2%,0.0%,0.89,0.0%,10.6%,81.9%,0.3%,2.8%,96.9%,0.0%,.,.,91.7%,18.2%,.
84M382,DREAM Charter School,High School,205,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,,75.0%,68.0%,65.0%,74.0%,94.0%,83.0%,,,,,,,,,,,,2.72,2.57,2.4%,26.3%,2.0%,0.81,3.4%,11.2%,66.3%,2.9%,30.2%,59.5%,5.9%,.,.,92.9%,24.4%,.
84M385,Success Academy Charter School - Harlem 3,High School,228,,,,,,,,.,.,.,83.0%,92.0%,87.0%,,,,,,,,,,,,3.82,4.10,0.9%,9.6%,0.0%,0.71,0.4%,3.9%,56.1%,0.4%,44.3%,13.2%,0.4%,.,.,.,.,.
84M433,Renaissance Charter High School for Innovation,High School,444,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,72.0%,66.0%,68.0%,72.0%,80.0%,82.0%,,,,,,,,,,,,2.53,2.26,11.0%,32.9%,4.5%,0.90,20.5%,15.1%,79.7%,0.9%,42.1%,55.6%,0.7%,.,.,69.1%,87.5%,.
84M478,Inwood Academy for Leadership Charter School,High School,468,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,74.0%,81.0%,70.0%,88.0%,91.0%,93.0%,,,,,,,,,,,,2.78,2.82,13.2%,22.9%,1.5%,0.80,3.0%,7.9%,67.9%,0.0%,3.8%,94.4%,0.4%,.,.,94.3%,17.2%,.
84M481,Democracy Prep Harlem Charter School,High School,335,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,75.0%,73.0%,61.0%,81.0%,93.0%,84.0%,,,,,,,,,,,,2.97,3.18,5.4%,17.0%,3.6%,0.76,4.5%,9.0%,62.7%,0.9%,63.6%,32.2%,0.9%,.,.,95.6%,6.9%,.
84M522,Broome Street Academy Charter School,High School,302,Meeting Target,Approaching Target,,Approaching Target,Approaching Target,Approaching Target,,74.0%,61.0%,66.0%,74.0%,80.0%,82.0%,,,,,,,,,,,,2.70,2.49,4.3%,25.5%,1.0%,0.81,13.9%,16.6%,70.9%,1.3%,51.3%,40.4%,3.0%,.,.,.,.,.
84M708,Harlem Prep Charter School,High School,273,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,78.0%,77.0%,60.0%,81.0%,92.0%,86.0%,,,,,,,,,,,,2.98,3.08,3.3%,20.9%,2.9%,0.80,7.0%,12.1%,66.7%,0.7%,57.1%,40.7%,0.7%,.,.,91.4%,22.8%,.
84M709,Harlem Village Academy West Charter School,High School,169,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,68.0%,67.0%,59.0%,79.0%,79.0%,84.0%,,,,,,,,,,,,2.91,3.07,1.2%,18.9%,0.0%,0.80,1.2%,7.7%,65.7%,0.0%,75.1%,21.9%,0.6%,.,.,95.2%,9.4%,.
84M726,KIPP STAR College Prep Charter School,High School,248,,,,,,,Exceeding Target,87.0%,88.0%,79.0%,94.0%,93.0%,95.0%,,,,,,,,,,,,3.24,3.42,1.2%,22.6%,0.0%,0.75,0.4%,5.2%,61.3%,0.4%,53.2%,44.4%,0.0%,.,.,93.1%,19.1%,.
84Q320,New Visions Charter High School for Advanced Math,High School,473,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,74.0%,70.0%,66.0%,77.0%,86.0%,84.0%,,,,,,,,,,,,2.81,2.62,2.7%,15.6%,1.5%,0.52,2.1%,5.3%,41.9%,8.2%,71.7%,14.8%,0.8%,.,.,92.6%,25.5%,.
84Q373,New Visions Charter High School for the Humanities,High School,189,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Not Meeting Target,74.0%,72.0%,60.0%,79.0%,90.0%,86.0%,,,,,,,,,,,,2.71,2.47,1.1%,18.5%,1.6%,0.72,2.6%,10.6%,63.0%,3.2%,61.4%,24.9%,5.3%,.,.,89.6%,32.5%,.
84Q705,Renaissance Charter School,High School,213,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,83.0%,83.0%,72.0%,85.0%,95.0%,89.0%,,,,,,,,,,,,3.11,3.18,1.9%,16.0%,0.0%,0.55,1.4%,3.3%,45.1%,17.8%,8.5%,65.3%,8.0%,.,.,94.3%,15.3%,.
84R067,John W. Lavelle Preparatory Charter School,High School,222,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,82.0%,92.0%,73.0%,96.0%,91.0%,92.0%,,,,,,,,,,,,2.78,2.68,1.4%,36.0%,0.5%,0.62,0.0%,2.3%,48.2%,2.7%,33.8%,46.8%,14.9%,.,.,90.7%,34.3%,.
84R070,Lois and Richard Nicotra Early College Charter Sch,High School,40,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,,72.0%,78.0%,64.0%,85.0%,87.0%,84.0%,,,,,,,,,,,,2.77,2.38,5.0%,27.5%,7.5%,0.78,0.0%,12.5%,72.5%,5.0%,32.5%,42.5%,15.0%,.,.,90.9%,40.5%,.
